grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
09085-001-028-009	邅		trien	1	28	9	元	2	[《切三》]	張連反		張連反		張連切				知	仙	平			U+9085
09085-001-028-014	邅		drien	1	28	14	元	2	[《切三》]	null	張連反：“又直連……二反。”	null	張連反：“又直連……二反。”	null	張連切：“又直連……二切。”			null	null	null			U+9085
09085-002-026-105	邅		drién	2	26	105	元	2	[《切三》]	null		null		除善切				null	null	null			U+9085
09085-003-031-105	邅		driên	3	31	105	元	0	[《藤田2018》]	null	張連反：“又……治戰二反。”	null	張連反：“又……持戰二反。”	持碾切				null	null	null			U+9085
0908A-001-027-020	邊		pen	1	27	20	元	2	[《切三》]	布玄反		布玄反		布玄切				幫	先	平			U+908A
09091-004-020-221	邑		qəp	4	20	221	緝	2	[《切三》]	null		null		null		遏合切		null	null	null			U+9091
09091-004-026-022	邑		qrip	4	26	22	緝	2	[《切三》, 《P3799》]	英及反		英及反		於汲切				影	緝	入			U+9091
09095-001-003-010	邕		qyoŋ	1	3	10	東	2	[《P3696(2)》]	於容反		於容反		於容切				影	鍾	平			U+9095
09099-001-037-018	邙		myaŋ	1	37	18	陽	2	[《切三》]	武方反		武方反		武方切				null	null	null			U+9099
09099-001-038-017	邙		maŋ	1	38	17	陽	2	[《切三》]	null		null		莫郎切				明	唐	平			U+9099
0909B-001-003-019	邛		gyoŋ	1	3	19	東	2	[《P3696(2)》]	渠容反		渠容反		渠容切				群	鍾	平			U+909B
090A2-001-027-013	邢		khen	1	27	13	元	2	[《切三》]	苦賢反		苦賢反		苦堅切				null	null	null			U+90A2
090A2-001-042-003	邢		xeŋ	1	42	3	耕	2	[《切三》]	户經反		户經反		户經切				匣	青	平			U+90A2
090A2-002-038-001	邢		kréŋ	2	38	1	耕	2	[《切三》]	null		null		null		古幸切		null	null	null			U+90A2
090AE-001-043-005	邮		jyu	1	43	5	幽	2	[《切三》]	null		以周反		以周切				null	null	null			U+90AE
090AE-004-016-008	邮		dek	4	16	8	覺	2	[《切三》]	徒歷反		徒歷反		徒歷切				null	null	null			U+90AE
090B1-001-043-016	邱		khyu	1	43	16	之	2	[《切三》]	null		去求反		去鳩切				溪	尤	平			U+90B1
090BE-001-010-009	邾		tryo	1	10	9	侯	2	[《切三》]	陟輸反（原誤作“陟輸伐反”）		陟輸反		陟輸切				知	虞	平			U+90BE
090BF-001-007-008	邿		shiə	1	7	8	之	2	[《P3696(2)》]	書之反，《切三》誤作“所之反”		書之反		書之切				null	null	null			U+90BF
090C1-004-001-040	郁		qyuk	4	1	40	職	2	[《切三》]	於六反		於六反		於六切				影	屋	入			U+90C1
090C3-004-020-001	郃		xəp	4	20	1	緝	2	[《切三》]	胡閤反		胡閤反		侯閤切				匣	合	入			U+90C3
090C3-004-020-002	郃		kəp	4	20	2	緝	2	[《切三》]	null		null		古沓切				null	null	null			U+90C3
090C5-004-005-001	郅		tit	4	5	1	質	2	[《切三》]	之日反		之日反		之日切				章	質	入			U+90C5
090C5-004-005-009	郅		kit	4	5	9	質	2	[《切三》]	null		null		null		激質切		見	質	入			U+90C5
090C8-002-042-001	郈		xú	2	42	1	侯	2	[《切三》]	胡口反		胡口反		胡口切				匣	厚	上			U+90C8
090CA-001-031-002	郊		krau	1	31	2	宵	2	[《切三》]	古肴反		古肴反		古肴切				見	肴	平			U+90CA
090CE-001-038-002	郎		laŋ	1	38	2	陽	2	[《切三》]	魯當反		魯當反		魯當切				來	唐	平			U+90CE
090DA-001-011-008	郚		ŋo	1	11	8	魚	1	[《P3695》]	五胡反		五胡反		五乎切				null	null	null			U+90DA
090DB-001-010-019	郛		phyo	1	10	19	幽	2	[《切三》]	撫夫反		撫夫反		芳無切				敷	虞	平			U+90DB
090DD-004-017-005	郝		shiek	4	17	5	鐸	2	[《切三》]	∅隻反		施隻反		施隻切				null	null	null			U+90DD
090DD-004-017-006	郝		thiek	4	17	6	鐸	2	[《切三》]	null		昌石反		昌石切				null	null	null			U+90DD
090DD-004-028-014	郝		qhak	4	28	14	鐸	3	[《Дх1372+Дх3703》]	null		呵各反		呵各切				曉	鐸	入			U+90DD
090E1-003-022-008	郡		gyûn	3	22	8	文	0	[《藤田2018》]	渠運反		渠運反		渠運切				群	問	去			U+90E1
090F2-001-016-007	郲		ləi	1	16	7	之	1	[《P3695》]	落哀反		落哀反		落哀切				來	咍	平			U+90F2
090F2-002-014-003	郲		lúi	2	14	3	微	2	[《切三》]	落猥反		落猥反		落猥切				null	null	null			U+90F2
090F4-001-046-004	郴		thrim	1	46	4	侵	2	[《S6187》]	丑林反		丑林反		丑林切				徹	侵	平			U+90F4
090F5-001-043-001	郵		xyu	1	43	1	之	2	[《切三》]	雨求反		羽求反		羽求切				云	尤	平			U+90F5
090FD-001-011-018	都		to	1	11	18	魚	2	[《TIVK75(3)》]	丁姑反，《切三》丁胡反		丁姑反		當孤切				端	模	平			U+90FD
09116-001-019-002	鄖		xyun	1	19	2	文	2	[《切三》]	户分反		王分反		王分切				云	文	平			U+9116
09118-001-003-006	鄘		jyoŋ	1	3	6	東	2	[《P3798》]	餘〓反		餘封反		餘封切				以	鍾	平			U+9118
09134-004-031-001	鄴		ŋiap	4	31	1	葉	2	[《P4746》]	魚怯反		魚怯反		魚怯切				疑	業	入			U+9134
0913A-001-038-008	鄺		qhuaŋ	1	38	8	陽	2	[《切三》]	null		null		呼光切				null	null	null			U+913A
0913A-002-036-002	鄺		kuáŋ	2	36	2	陽	2	[《切三》]	null		null		古晃切				見	蕩	上			U+913A
0914A-002-040-004	酊		téŋ	2	40	4	耕	2	[《切三》]	丁茗反		丁挺反		都挺切				端	迥	上			U+914A
0914D-003-018-004	配		phûi	3	18	4	微	3	[《P3696(1)v》]	普佩反		普佩反		滂佩切				滂	隊	去			U+914D
0914E-003-046-003	酎		dryû	3	46	3	幽	2	[《P3694r》]	直祐反		直祐反		直祐切				澄	宥	去			U+914E
09153-002-044-022	酓		qrím	2	44	22	侵	2	[《切三》]	null		null		null		於錦切		null	null	null			U+9153
09153-002-045-009	酓		qiém	2	45	9	侵	2	[《切三》]	null		於琰反		於琰切				null	null	null			U+9153
09153-003-051-007	酓		qêm	3	51	7	侵	2	[《P3694r》]	於念反		於念反		於念切				null	null	null			U+9153
09157-003-010-008	酗		qhyô	3	10	8	侯	0	[《藤田2018》]	香句反		香句反		香句切				曉	遇	去			U+9157
09158-003-047-005	酘		dû	3	47	5	侯	2	[《P3694r》]	徒候反		徒候反		∅候切				定	候	去			U+9158
09164-001-011-004	酤		ko	1	11	4	魚	1	[《P3695》+《P3696(p13)》]	古胡反		古胡反		古胡切				見	模	平			U+9164
09164-002-010-016	酤		xó	2	10	16	魚	2	[《切三》]	null		胡古反		侯古切				null	null	null			U+9164
09164-003-011-006	酤		kô	3	11	6	魚	0	[《藤田2018》]	古暮反		古暮反		古暮切				null	null	null			U+9164
09165-001-011-011	酥		so	1	11	11	魚	1	[《P3695》]	null		null		素姑切				心	模	平			U+9165
09167-001-043-013	酧		dyu	1	43	13	幽	2	[《切三》]	null		null		null		null		禪	尤	平	《正字通》：“酧，俗‘酬’字。”		U+9167
09169-002-040-003	酩		méŋ	2	40	3	耕	2	[《切三》]	莫迥反		莫迥反		莫迥切				明	迥	上			U+9169
0916A-004-028-003	酪		lak	4	28	3	鐸	3	[《Дх1372+Дх3703》]	盧各反		盧各反		盧各切				來	鐸	入			U+916A
0916C-001-043-013	酬		dyu	1	43	13	幽	2	[《切三》]	市流反		市流反		市流切				禪	尤	平			U+916C
0916E-001-001-002	酮		duŋ	1	1	2	東	3	[《切二》]	null		null		徒紅切				null	null	null			U+916E
0916E-002-001-012	酮		dúŋ	2	1	12	東	2	[《切三》]	徒摠反		徒摠反		徒摠切				null	null	null			U+916E
09174-001-011-005	酴		do	1	11	5	魚	1	[《P3695》+《P3696(p13)》]	度都反		度都反		同都切				定	模	平			U+9174
09178-001-024-010	酸		suan	1	24	10	元	2	[《切三》]	素官反		素官反	《王一》素官反，《王三》素丸反	素官切				心	桓	平			U+9178
09190-001-011-003	醐		xo	1	11	3	魚	1	[《P3695》+《P3696(p13)》]	户吴反		户吴反		户吴切				匣	模	平			U+9190
09192-001-042-007	醒		seŋ	1	42	7	耕	2	[《切三》]	桑經反		桑經反		桑經切				null	null	null			U+9192
09192-002-040-012	醒		séŋ	2	40	12	耕	2	[《切三》]	蘇挺反		蘇挺反		蘇挺切				心	迥	上			U+9192
09192-003-045-003	醒		sêŋ	3	45	3	耕	2	[《P3694r》]	息定反		息定反		蘇佞切				null	null	null			U+9192
0919D-001-033-016	醝		dza	1	33	16	歌	2	[《切三》]	昨何反		昨何反		昨何切				null	null	null			U+919D
091A2-002-015-001	醢		qhə́i	2	15	1	之	2	[《切三》]	呼〓反		呼改反		呼改切				嘵	海	上			U+91A2
091AC-003-040-019	醬		ciâŋ	3	40	19	陽	0	[《藤田2018》]	即亮反		即亮反		子亮切				精	漾	去			U+91AC
091B4-002-011-002	醴		léi	2	11	2	脂	2	[《切三》]	盧啓反		盧啓反		盧啓切				來	薺	上			U+91B4
091B7-002-006-121	醷		qiə́	2	6	121	之	2	[《切三》]	null		於擬反		於擬切				null	null	null			U+91B7
091B7-003-016-002	醷		qrêi	3	16	2	之	3	[《P3696(1)v》]	null		null		null		null		null	null	null	見音義欄。	按：形容詞｛喑醷（qrîm–）｝の詞音。｛噫｝？《莊子·知北游》：“自本觀之，生者，喑醷物也。”注：“直聚氣也。”音義：“喑，音蔭（qrîm），郭音闇（qə̂m），李音飲（qrím），一音於感反（qə́m）。醷，於界反，郭於感反（qə́m），李音意（qiə̂），一音他感反（thə́m），李、郭皆云：‘喑醷，聚氣貌。’”	U+91B7
091B7-004-029-015	醷		qiək	4	29	15	職	0	[《藤田2018》]	於力反		於力反		於力切				null	null	null			U+91B7
091C2-003-033-015	釂		ciêu	3	33	15	藥	0	[《藤田2018》]	子肖反		子肖反		子肖切				null	null	null			U+91C2
091C9-003-046-024	釉		jyû	3	46	24	幽	2	[《P3694r》]	null		null		null		余救切		以	宥	去			U+91C9
091CC-002-006-010	里		liə́	2	6	10	之	2	[《切三》, 《TIVK75-100br》]	良士反		良士反		良士切				來	止	上			U+91CC
091CE-002-008-024	野		dió	2	8	24	魚	2	[《切三》]	署與反		署与反	《王三》字頭作“墅”。	承與切				禪	語	上			U+91CE
091CE-002-032-003	野		jiá	2	32	3	魚	2	[《切三》]	以者反		以者反		羊者切				以	馬	上			U+91CE
091CF-001-037-003	量		liaŋ	1	37	3	陽	2	[《切三》]	吕張反		吕張反		吕張切				來	陽	平			U+91CF
091CF-003-040-002	量		liâŋ	3	40	2	陽	0	[《藤田2018》]	null		null		力讓切				來	漾	去			U+91CF
091D0-001-007-003	釐		liə	1	7	3	之	2	[《切三》]	理之反		理之反		里之切				來	之	平			U+91D0
091D0-001-007-015	釐		qhiə	1	7	15	之	2	[《切三》]	null		null		null		虚其切		曉	之	平			U+91D0
091D0-001-016-007	釐		ləi	1	16	7	之	1	[《P3695》]	null		null		null		郎才切		null	null	null			U+91D0
091D0-003-019-013	釐		lə̂i	3	19	13	之	0	[《藤田2018》]	null		null		null		null		null	null	null	見音義欄。	｛賚｝。《詩·大雅·江漢》：“釐爾圭瓚，秬鬯一卣。”傳：“釐，賜也。”音義：“釐，力之反（liə），賜也，沈又音賚。”	U+91D0
091D1-001-046-021	金		krim	1	46	21	侵	2	[《S6187》]	居音反		居音反		居吟切				見	侵	平			U+91D1
091D8-001-042-005	釘		teŋ	1	42	5	耕	2	[《切三》]	當經反		當經反		當經切				端	青	平			U+91D8
091D8-003-045-006	釘		têŋ	3	45	6	耕	2	[《P3694r》]	丁定反		丁定反		丁定切				端	徑	去			U+91D8
091DD-001-046-005	針		tim	1	46	5	侵	2	[《切三》, 《S6187》]	職深反		職深反		職深切				章	侵	平			U+91DD
091DD-003-049-005	針		tîm	3	49	5	侵	2	[《P3694r》]	職鴆反		職鴆反		之任切				章	沁	去			U+91DD
091E6-002-042-016	釦		khú	2	42	16	侯	2	[《切三》]	〓〓反		苦厚反		苦后切				溪	厚	上			U+91E6
091E7-003-031-009	釧		thyên	3	31	9	文	0	[《藤田2018》]	尺絹反		尺絹反		尺絹切				昌	線	去			U+91E7
091ED-001-001-022	釭		kuŋ	1	1	22	東	3	[《切二》]	古紅反		古紅反		古紅切				null	null	null			U+91ED
091ED-001-002-008	釭		koŋ	1	2	8	東	2	[《P3798》]	null		古冬反		古冬切				null	null	null			U+91ED
091ED-001-004-001	釭		kroŋ	1	4	1	東	2	[《P3696(2)》]	古雙反		古雙反		古雙切				見	江	平			U+91ED
09203-001-027-006	鈃		ken	1	27	6	元	2	[《切三》]	null		null		null		經天切		null	null	null			U+9203
09203-001-042-003	鈃		xeŋ	1	42	3	耕	2	[《切三》]	null		户經反		户經切				null	null	null			U+9203
09204-002-042-005	鈄		thú	2	42	5	侯	2	[《切三》]	null		null		天口切				null	null	null			U+9204
09205-004-009-001	鈅		ŋyat	4	9	1	月	2	[《切三》, 《P3694v》]	null		null		魚厥切				null	null	null			U+9205
09209-003-014-004	鈉		nyêi	3	14	4	緝	3	[《P3696(1)v》]	null		null		而鋭切				null	null	null			U+9209
09209-004-020-010	鈉		nəp	4	20	10	緝	2	[《切三》]	null		null		null		諾荅切		null	null	null			U+9209
0920E-001-010-006	鈎		gyo	1	10	6	侯	2	[《切三》]	null		null		null		權俱切		null	null	null			U+920E
0920E-001-044-012	鈎		ku	1	44	12	侯	2	[《切三》]	古侯反		古侯反		古侯切				見	侯	平			U+920E
09210-001-047-020	鈐		griem	1	47	20	侵	2	[《切三》]	null		null		巨淹切				群	鹽	平			U+9210
09214-001-031-014	鈔		chrau	1	31	14	宵	2	[《切三》]	楚交反		楚交反		楚交切				初	肴	平			U+9214
09214-002-028-010	鈔		miéu	2	28	10	宵	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	｛眇｝。《辭源》第三音“〔現代音〕miǎo”項：“《管子·幼官》：‘器成於僇，教行於鈔。’注：‘鈔，末也，冬爲四時之末，歲之將終也。’又：‘聽於鈔，故能聞未極；視於新，故能見未形。’注：‘鈔，深遠也。所聽在於深遠，故能聞於極理。’”	U+9214
09214-003-034-015	鈔		chrâu	3	34	15	宵	2	[《S6176v》]	null		初教反		初教切				null	null	null			U+9214
09237-002-010-006	鈷		kó	2	10	6	魚	2	[《切三》]	姑户反		姑户反		公户切				見	姥	上			U+9237
0923F-001-027-010	鈿		den	1	27	10	真	2	[《切三》]	徒賢反		徒賢反		徒年切				定	先	平			U+923F
0923F-003-030-006	鈿		dên	3	30	6	真	0	[《藤田2018》]	null		堂見反		堂練切				定	霰	去			U+923F
09245-002-008-014	鉅		gió	2	8	14	魚	2	[《切三》]	其吕反		其吕反		其吕切				群	語	上			U+9245
09249-001-027-007	鉉		xen	1	27	7	真	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	｛弦｝。《字彙補》：“鉉……又讀作弦。”	U+9249
09249-002-025-012	鉉		xuén	2	25	12	真	2	[《切三》]	胡犬反		胡犬反		胡畎切				匣	銑	上			U+9249
0924B-001-031-015	鉋		brau	1	31	15	幽	2	[《切三》]	薄交反		薄交反		薄交切				null	null	null			U+924B
0924B-003-034-014	鉋		brâu	3	34	14	幽	2	[《S6176v》]	null		防孝反		防教切				並	效	去			U+924B
0924B-004-004-009	鉋		brok	4	4	9	覺	2	[《切三》]	null		null		null		弼角切		null	null	null			U+924B
0925E-004-009-003	鉞		xyat	4	9	3	月	2	[《P3694v》]	王伐反，《切三》户伐反		王伐反		王伐切				云	月	入			U+925E
09262-004-011-003	鉢		pat	4	11	3	月	2	[《切三》, 《P3694v》]	博末反		博末反		北末切				幫	末	入			U+9262
09266-001-041-012	鉦		tieŋ	1	41	12	耕	0	[《藤田2018》]	諸盈反		諸盈反		諸盈切				章	清	平			U+9266
09276-001-042-003	鉶		xeŋ	1	42	3	耕	2	[《切三》]	户經反		户經反		户經切				null	null	null			U+9276
09278-001-031-002	鉸		krau	1	31	2	宵	2	[《切三》]	null		null		古肴切				null	null	null			U+9278
09278-002-029-006	鉸		kráu	2	29	6	宵	2	[《切三》]	null		null		古巧切				見	巧	上			U+9278
09278-003-034-002	鉸		krâu	3	34	2	宵	2	[《S6176v》]	〓〓反		古孝反		古孝切				null	null	null			U+9278
0927B-004-019-023	鉻		krak	4	19	23	鐸	2	[《切三》]	null		null		古伯切				null	null	null			U+927B
0927B-004-028-003	鉻		lak	4	28	3	鐸	0	[《藤田2018》]	null		null		盧各切				null	null	null			U+927B
0927B-004-028-007	鉻		kak	4	28	7	鐸	3	[《Дх1372+Дх3703》]	null		null		null		null		null	null	null	見音義欄。	後起詞。《新華字典》：“金屬元素，符號Cr，銀灰色，質硬，耐腐蝕。可用來制不銹鋼等，也用于電鍍。”現代音gè，與“各”同。	U+927B
0927F-001-033-022	鉿		qha	1	33	22	null	2	[《切三》]	null		null		null		null		null	null	null	《漢辭海》音D。現代漢語諸方言音與“哈”同，今從之。		U+927F
0927F-004-020-002	鉿		kəp	4	20	2	緝	2	[《切三》]	古沓反		古沓反		古沓切				見	合	入			U+927F
0927F-004-020-011	鉿		khəp	4	20	11	緝	2	[《切三》]	null		null		null		渴合切		null	null	null	《漢辭海》音C。		U+927F
0927F-004-022-003	鉿		krep	4	22	3	緝	0	[《藤田2018》]	null		null		null		null		見	洽	入	《宋本玉篇》：“鉿，公合、古洽二切（kəp、–），聲也。”	按：疑實爲kəpの變種。除《宋本玉篇》以外，未見音證。	U+927F
09283-003-001-127	銃		thyûŋ	3	1	127	東	3	[《P3696(1)r》]	null		充仲反		充仲切				昌	送	去			U+9283
09285-001-001-002	銅		duŋ	1	1	2	東	3	[《切二》]	徒紅反		徒紅反		徒紅切				定	東	平			U+9285
0928D-004-005-001	銍		tit	4	5	1	質	2	[《切三》]	null		null		之日切				null	null	null			U+928D
0928D-004-005-016	銍		trit	4	5	16	質	2	[《切三》]	陟栗反		陟栗反		陟栗切				知	質	入			U+928D
0928E-001-003-008	銎		qhyoŋ	1	3	8	東	2	[《P3696(2)》]	許容反		許容反		許容切				null	null	null			U+928E
0928E-001-003-113	銎		khyoŋ	1	3	113	東	2	[《P3696(2)》]	null		null		曲恭切				null	null	null			U+928E
09291-002-025-001	銑		sén	2	25	1	文	1	[《切一》]	蘇顯反		蘇典反		蘇典切				心	銑	上			U+9291
09293-001-028-032	銓		chyen	1	28	32	元	2	[《切三》]	此緣反		此緣反		此緣切				清	仙	平			U+9293
09296-001-010-011	銖		dyo	1	10	11	侯	2	[《切三》]	市朱反		市朱反		市朱切				禪	虞	平			U+9296
09297-001-044-001	銗		xu	1	44	1	侯	2	[《切三》]	胡溝反		胡溝反		户鈎切				匣	侯	平			U+9297
09297-002-003-004	銗		xróŋ	2	3	4	東	2	[《切三》]	null		null		null		null		匣	講	上	無音證。按：“缿”譌字。		U+9297
09298-001-042-013	銘		meŋ	1	42	13	耕	2	[《切三》]	莫經反		莫經反		莫經切				明	青	平			U+9298
0929C-001-052-001	銜		xram	1	52	1	侵	2	[《切三》]	户監反		户監反		户監切				匣	銜	平			U+929C
092B6-001-043-029	銶		gyu	1	43	29	幽	2	[《切三》]	巨鳩反		巨鳩反		巨鳩切				null	null	null			U+92B6
092B7-001-030-001	銷		sieu	1	30	1	宵	2	[《切三》]	相焦反		相焦反		相邀切				心	宵	平			U+92B7
092C1-002-008-002	鋁		lió	2	8	2	魚	2	[《切三》]	null		null		null		null		null	null	null	《新華字典》現代音lǚ，與“吕”同。		U+92C1
092C3-001-038-002	鋃		laŋ	1	38	2	陽	2	[《切三》]	魯當反		魯當反		魯當切				null	null	null			U+92C3
092D9-001-009-001	鋙		ŋio	1	9	1	魚	2	[《切三》]	語居反		語居反		語居切				null	null	null			U+92D9
092D9-001-011-008	鋙		ŋo	1	11	8	魚	1	[《P3695》]	null		null		null		訛胡切		疑	模	平			U+92D9
092D9-002-008-001	鋙		ŋió	2	8	1	魚	2	[《切三》]	null		null		魚巨切				疑	語	上			U+92D9
092E9-001-037-018	鋩		myaŋ	1	37	18	陽	2	[《切三》]	武方反		□方反（武方反）	《王一》□方反，《王三》脱字（武方反）。	武方切				微	陽	平			U+92E9
092F0-002-006-010	鋰		liə́	2	6	10	之	2	[《切三》, 《TIVK75-100br》]	null		null		null		null		null	null	null	《新華字典》現代音lǐ，與“里”同。		U+92F0
092F8-003-009-003	鋸		kiô	3	9	3	魚	0	[《藤田2018》]	居御反		居御反		居御切				見	御	去			U+92F8
092FC-001-038-005	鋼		kaŋ	1	38	5	陽	2	[《切三》]	古郎反		古郎反		古郎切				見	唐	平			U+92FC
092FC-003-041-112	鋼		kâŋ	3	41	112	陽	0	[《藤田2018》]	null		null		古浪切				見	宕	去			U+92FC
09306-001-037-025	錆		chiaŋ	1	37	25	陽	2	[《切三》]	null		null		null		null		清	陽	平	《玄應音義》卷第三《菩薩處胎經》第五卷音義：“槍，且羊反，《説文》：‘槍，距也。’《通俗文》：‘剡木傷盗曰“槍”。’木槍、鐵槍皆作此，經文作‘鏘’，玉聲也，又作‘錆’，非也。”錆，《慧琳音義》作“鎗”。《龍龕手鑒》：“䥊，俗。錆，正，七羊反，精也，二。”《新華字典》：“錆，qiāng，某些礦物表面因氧化作用而形成的薄膜所呈現的色彩，常跟礦物固有的顔色不同。”現代音qiāng，與“槍”同。		U+9306
09315-001-022-002	錕		kun	1	22	2	文	2	[《切三》]	null		null		古渾切				見	魂	平			U+9315
09315-002-020-009	錕		kún	2	20	9	文	1	[《切一》]	null		古本反		古本切				見	混	上			U+9315
0931A-001-040-009	錚		chreŋ	1	40	9	耕	2	[《切三》]	楚莖反		楚莖反		楚耕切				初	耕	平			U+931A
09320-001-031-003	錠		dzrau	1	31	3	宵	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	按：日語名詞【ロック】。鎖，音suá，又作“鏁”。蓋讀之以“巢”爲日語音ジャウ，“定”字日語音ヂャウ後成讀與ジャウ同，因之遂作“錠”矣。《日本國語大辭典》“じょう（鎖、錠）”詞條引《色葉字類抄》：“鏁，サ、シャウ，門鏁。”參見其語志。	U+9320
09320-003-045-005	錠		dêŋ	3	45	5	耕	2	[《P3694r》]	null		null		徒徑切				定	徑	去			U+9320
09320-003-045-006	錠		têŋ	3	45	6	耕	2	[《P3694r》]	null		丁定反		丁定切				端	徑	去			U+9320
09326-002-044-017	錦		krím	2	44	17	侵	2	[《切三》]	居飲反		居飲反		居飲切				見	寢	上			U+9326
0932E-003-011-006	錮		kô	3	11	6	魚	0	[《藤田2018》]	古暮反		古暮反		古暮切				見	暮	去			U+932E
0934D-001-011-005	鍍		do	1	11	5	魚	1	[《P3695》+《P3696(p13)》]	null		null		同都切				null	null	null			U+934D
0934D-003-011-002	鍍		dô	3	11	2	魚	0	[《藤田2018》]	徒故反		徒故反		徒故切				定	暮	去			U+934D
09371-004-024-001	鍱		jiep	4	24	1	葉	2	[《切三》]	與涉反		与涉反		與涉切				以	葉	入			U+9371
09371-004-024-522	鍱		qhriep	4	24	522	葉	2	[《切三》]	null		null		null		虚涉切		曉	葉	入			U+9371
09396-002-031-005	鎖		suá	2	31	5	歌	2	[《切三》]	蘇果反		蘇果反		蘇果切				心	果	上			U+9396
093A1-001-007-021	鎡		ciə	1	7	21	之	2	[《切三》]	子之反		子慈反		子之切				精	之	平			U+93A1
093C8-001-028-012	鏈		thrien	1	28	12	元	2	[《切三》]	丑延反		丑延反	《王一》丑延反，《王三》丑連反	丑延切				null	null	null			U+93C8
093C8-001-028-016	鏈		lien	1	28	16	元	2	[《切三》]	未收（丑延反：“又力延反”）		力延反		力延切				來	仙	平			U+93C8
093C8-003-031-114	鏈		liên	3	31	114	元	0	[《藤田2018》]	null		null		null		null		null	null	null	見音義欄。	名詞【チェーン】。《六書故·地理一》：“鏈，力延切（lien），……今人以鋃鐺之類相連屬者爲鏈去聲（即liên）。”	U+93C8
093CA-003-035-005	鏊		ŋâu	3	35	5	宵	2	[《S6176v》]	五到反		五到反		五到切				null	null	null			U+93CA
093D6-001-032-014	鏖		qau	1	32	14	幽	2	[《切三》]	於刀反		於刀反		於刀切				影	豪	平			U+93D6
093D7-001-040-002	鏗		khreŋ	1	40	2	真	2	[《切三》]	口莖反		口莖反		口莖切				溪	耕	平			U+93D7
093D8-001-037-025	鏘		chiaŋ	1	37	25	陽	2	[《切三》]	七將反		七將反		七羊切				清	陽	平			U+93D8
093DE-001-003-006	鏞		jyoŋ	1	3	6	東	2	[《P3798》]	餘〓反		餘封反		餘封切				以	鍾	平			U+93DE
093F5-001-034-009	鏵		xrua	1	34	9	魚	2	[《切三》]	户花反		户花反		户花切				匣	麻	平			U+93F5
093F9-002-035-014	鏹		kiáŋ	2	35	14	陽	1	[《P4917》]	居兩反（原誤作“居反兩反”）		居兩反		居兩切				null	null	null			U+93F9
09404-001-039-004	鐄		xruaŋ	1	39	4	陽	2	[《切三》]	胡盲反		胡盲反		户盲切				匣	庚	平			U+9404
0940F-001-022-006	鐏		cun	1	22	6	文	2	[《切三》]	null		null		null		租昆切		null	null	null			U+940F
0940F-003-025-007	鐏		dzûn	3	25	7	文	2	[《S5980》]	徂困反		徂困反		徂悶切				從	慁	去			U+940F
09452-001-052-006	鑒		kram	1	52	6	談	2	[《切三》]	古銜反		古銜反		古銜切				null	null	null			U+9452
09452-003-055-001	鑒		krâm	3	55	1	談	2	[《P3694r》]	格懺反		格懺反		格懺切				見	鑑	去			U+9452
0945B-002-037-011	鑛		kruáŋ	2	37	11	陽	2	[《切三》]	null		null		古猛切				見	梗	上			U+945B
09470-004-027-001	鑰		jiak	4	27	1	藥	2	[《P3799》]	以灼反		以灼反		以灼切				以	藥	入			U+9470
09577-001-037-011	長		driaŋ	1	37	11	陽	2	[《切三》]	直良反		直良反		直良切				澄	陽	平			U+9577
09577-002-035-126	長		triáŋ	2	35	126	陽	2	[《切三》]	null		中兩反		知丈切				知	養	上			U+9577
09577-003-040-009	長		driâŋ	3	40	9	陽	2	[《S6176v》]	直亮反		直亮反		直亮切				澄	漾	去			U+9577
09586-001-047-001	閆		jiem	1	47	1	談	2	[《S6187》]	null		null		null		null		以	鹽	平	《字彙》：“閆，移廉切，音閻，姓也。”		U+9586
0958B-001-016-002	開		khəi	1	16	2	微	1	[《P3695》]	苦哀反		苦哀反		苦哀切				溪	咍	平			U+958B
0958F-003-021-026	閏		nŷn	3	21	26	真	0	[《藤田2018》]	如舜反		如舜反		如順切				日	稕	去			U+958F
09591-001-026-004	閑		xren	1	26	4	元	2	[《切三》]	胡山反		胡山反		户間切				匣	山	平			U+9591
09592-001-026-004	閒		xren	1	26	4	元	2	[《切三》]	null		null		null		何間切		匣	山	平			U+9592
09593-001-026-003	間		kren	1	26	3	元	2	[《切三》]	古閑反		古閑反		古閑切				見	山	平			U+9593
09593-003-029-001	間		krên	3	29	1	元	0	[《藤田2018》]	古莧反		古莧反		古莧切				見	襇	去			U+9593
09594-001-017-046	閔		mryn	1	17	46	文	0	[《藤田2018》]	null		null		null		眉貧切		null	null	null			U+9594
09594-002-016-006	閔		mrýn	2	16	6	文	1	[《切一》]	眉殞反		眉殞反		眉殞切				明	軫	上			U+9594
