grien	dziwdu	dziwdu_qhanshiev	xreishievbu	xreishievbu_qhanshiev	pyunqhrua	xreishievbu_pyuideiqit	shievvuai	shievvuai_pyunqhrua_xryitriw	thovqitmra_xreishievbu	thonvqitmra_dziwdu
05B78-089BA	覺		學			[覺]	[見]		U+5B78	U+89BA
05B78-09C5F	鱟		學			[]	[魚]		U+5B78	U+9C5F
05B78-09DFD	鷽		學			[]	[鳥]		U+5B78	U+9DFD
05B80-05B80	宀		宀			[]	[]		U+5B80	U+5B80
05B8B-05B8B	宋		宋			[]	[]		U+5B8B	U+5B8B
05B9C-05B9C	宜		宜			[]	[]		U+5B9C	U+5B9C
05B9C-08ABC	誼		宜			[]	[言]		U+5B9C	U+8ABC
05BA6-05BA6	宦		宦			[]	[]		U+5BA6	U+5BA6
05BAB-05BAB	宫		宫			[]	[宀]		U+5BAB	U+5BAB
05BAB-08EB3	躳		宫			[]	[身]		U+5BAB	U+8EB3
05BBF-05BBF	宿		宿			[]	[]		U+5BBF	U+5BBF
05BBF-07E2E	縮		宿			[]	[糸]		U+5BBF	U+7E2E
05BBF-084FF	蓿		宿			[]	[艸]		U+5BBF	U+84FF
05BBF-08E5C	蹜		宿			[]	[足]		U+5BBF	U+8E5C
05BC7-05BC7	寇		寇			[]	[]		U+5BC7	U+5BC7
05BC7-0853B	蔻		寇			[]	[艸]		U+5BC7	U+853B
05BD2-05BD2	寒		寒			[]	[]		U+5BD2	U+5BD2
05BD2-06434	搴		寒			[]	[手]		U+5BD2	U+6434
05BD2-08930	褰		寒			[]	[衣]		U+5BD2	U+8930
05BD2-08B07	謇		寒			[]	[言]		U+5BD2	U+8B07
05BD2-08E47	蹇		寒			[]	[足]		U+5BD2	U+8E47
05BD2-09A2B	騫		寒			[]	[馬]		U+5BD2	U+9A2B
05BD2-09DB1	鶱		寒			[]	[鳥]		U+5BD2	U+9DB1
05BE6-05BE6	實		實			[]	[]		U+5BE6	U+5BE6
05BE9-05B38	嬸		審			[]	[女]		U+5BE9	U+5B38
05BE9-05BE9	審		審			[]	[]		U+5BE9	U+5BE9
05BE9-0700B	瀋		審			[]	[水]		U+5BE9	U+700B
05BF8-0540B	吋		寸			[]	[口]		U+5BF8	U+540B
05BF8-05BF8	寸		寸			[]	[]		U+5BF8	U+5BF8
05BF8-05FD6	忖		寸			[]	[心]		U+5BF8	U+5FD6
05BF8-06751	村		寸			[]	[木]		U+5BF8	U+6751
05C04-05C04	射		射			[]	[]		U+5C04	U+5C04
05C04-069AD	榭		射			[]	[木]		U+5C04	U+69AD
05C04-08B1D	謝		射			[]	[言]		U+5C04	U+8B1D
05C04-09E9D	麝		射			[]	[鹿]		U+5C04	U+9E9D
05C09-05C09	尉		尉			[]	[]		U+5C09	U+5C09
05C09-06170	慰		尉			[]	[心]		U+5C09	U+6170
05C09-071A8	熨		尉			[]	[火]		U+5C09	U+71A8
05C09-07F7B	罻		尉			[]	[网]		U+5C09	U+7F7B
05C09-0851A	蔚		尉			[]	[艸]		U+5C09	U+851A
05C0A-05642	噂		尊			[]	[口]		U+5C0A	U+5642
05C0A-058AB	墫		尊			[]	[士]		U+5C0A	U+58AB
05C0A-05C0A	尊		尊			[]	[]		U+5C0A	U+5C0A
05C0A-05D9F	嶟		尊			[]	[山]		U+5C0A	U+5D9F
05C0A-06499	撙		尊			[]	[手]		U+5C0A	U+6499
05C0A-06A3D	樽		尊			[]	[木]		U+5C0A	U+6A3D
05C0A-07F47	罇		尊			[]	[缶]		U+5C0A	U+7F47
05C0A-08E72	蹲		尊			[]	[足]		U+5C0A	U+8E72
05C0A-09075	遵		尊			[]	[辵]		U+5C0A	U+9075
05C0A-0940F	鐏		尊			[]	[金]		U+5C0A	U+940F
05C0A-09C52	鱒		尊			[]	[魚]		U+5C0A	U+9C52
05C0D-05C0D	對		對			[]	[]		U+5C0D	U+5C0D
05C0D-061DF	懟		對			[]	[心]		U+5C0D	U+61DF
05C0D-08B75	譵		對			[]	[言]		U+5C0D	U+8B75
05C0F-04FCF	俏		小			[肖]	[肉, 人]		U+5C0F	U+4FCF
05C0F-0524A	削		小			[肖]	[肉, 刀]		U+5C0F	U+524A
05C0F-05435	吵		小		分	[少]	[口]		U+5C0F	U+5435
05C0F-054E8	哨		小			[肖]	[肉, 口]		U+5C0F	U+54E8
05C0F-05999	妙		小		分	[少]	[女]		U+5C0F	U+5999
05C0F-05BB5	宵		小			[肖]	[肉, 宀]		U+5C0F	U+5BB5
05C0F-05C0F	小		小			[]	[]		U+5C0F	U+5C0F
05C0F-05C11	少		小		分	[少]	[]		U+5C0F	U+5C11
05C0F-05CED	峭		小			[肖]	[肉, 山]		U+5C0F	U+5CED
05C0F-06084	悄		小			[肖]	[肉, 心]		U+5C0F	U+6084
05C0F-06284	抄		小		分	[少]	[手]		U+5C0F	U+6284
05C0F-0634E	捎		小			[肖]	[肉, 手]		U+5C0F	U+634E
05C0F-065D3	旓		小			[肖]	[肉, 㫃]		U+5C0F	U+65D3
05C0F-0676A	杪		小		分	[少]	[木]		U+5C0F	U+676A
05C0F-068A2	梢		小			[肖]	[肉, 木]		U+5C0F	U+68A2
05C0F-06D88	消		小			[肖]	[肉, 水]		U+5C0F	U+6D88
05C0F-06E3A	渺		小		分	[少, 眇]	[目, 水]		U+5C0F	U+6E3A
05C0F-07092	炒		小		分	[少]	[火]		U+5C0F	U+7092
05C0F-07385	玅		小		分	[少]	[玄]		U+5C0F	U+7385
05C0F-075DF	痟		小			[肖]	[肉, 疒]		U+5C0F	U+75DF
05C0F-07707	眇		小		分	[少, 眇]	[目]		U+5C0F	U+7707
05C0F-0785D	硝		小			[肖]	[肉, 石]		U+5C0F	U+785D
05C0F-079D2	秒		小		分	[少]	[禾]		U+5C0F	U+79D2
05C0F-07A0D	稍		小			[肖]	[肉, 禾]		U+5C0F	U+7A0D
05C0F-07B72	筲		小			[肖]	[肉, 竹]		U+5C0F	U+7B72
05C0F-07D83	綃		小			[肖]	[肉, 糸]		U+5C0F	U+7D83
05C0F-08096	肖		小			[肖]	[肉]		U+5C0F	U+8096
05C0F-086F8	蛸		小			[肖]	[肉, 虫]		U+5C0F	U+86F8
05C0F-08A9A	誚		小			[肖]	[肉, 言]		U+5C0F	U+8A9A
05C0F-08D99	趙		小			[肖]	[肉, 走]		U+5C0F	U+8D99
05C0F-0900D	逍		小			[肖]	[肉, 辵]		U+5C0F	U+900D
05C0F-09214	鈔		小		分	[少]	[金]		U+5C0F	U+9214
05C0F-092B7	銷		小			[肖]	[肉, 金]		U+5C0F	U+92B7
05C0F-096C0	雀		小			[]	[隹]		U+5C0F	U+96C0
05C0F-09704	霄		小			[肖]	[肉, 雨]		U+5C0F	U+9704
05C0F-09798	鞘		小			[肖]	[肉, 革]		U+5C0F	U+9798
05C0F-09B48	魈		小			[肖]	[肉, 鬼]		U+5C0F	U+9B48
05C16-05C16	尖		尖			[]	[]		U+5C16	U+5C16
05C1F-05C1F	尟		尟			[]	[]		U+5C1F	U+5C1F
05C24-05C24	尤		尤			[]	[]		U+5C24	U+5C24
05C24-05FE7	忧		尤			[]	[心]		U+5C24	U+5FE7
05C24-075A3	疣		尤			[]	[疒]		U+5C24	U+75A3
05C24-080AC	肬		尤			[]	[肉]		U+5C24	U+80AC
05C24-08698	蚘		尤			[]	[虫]		U+5C24	U+8698
05C24-08A27	訧		尤			[]	[言]		U+5C24	U+8A27
05C39-0541B	君		尹			[君]	[口]		U+5C39	U+541B
05C39-05C39	尹		尹			[]	[]		U+5C39	U+5C39
05C39-05E2C	帬		尹			[君]	[口, 巾]		U+5C39	U+5E2C
05C39-06343	捃		尹			[君]	[口, 手]		U+5C39	U+6343
05C39-0687E	桾		尹			[君]	[口, 木]		U+5C39	U+687E
05C39-07A98	窘		尹			[君]	[口, 穴]		U+5C39	U+7A98
05C39-07B0B	笋		尹			[]	[竹]		U+5C39	U+7B0B
05C39-07FA4	群		尹			[君]	[口, 羊]		U+5C39	U+7FA4
05C39-08399	莙		尹			[君]	[口, 艸]		U+5C39	U+8399
05C39-088D9	裙		尹			[君]	[口, 衣]		U+5C39	U+88D9
05C39-090E1	郡		尹			[君]	[口, 邑]		U+5C39	U+90E1
05C39-09835	頵		尹			[君]	[口, 頁]		U+5C39	U+9835
05C4A-05C4A	届		届			[]	[]		U+5C4A	U+5C4A
05C6E-05C6E	屮		屮			[]	[]		U+5C6E	U+5C6E
05C71-04ED9	仙		山			[]	[人]		U+5C71	U+4ED9
05C71-05C71	山		山			[]	[]		U+5C71	U+5C71
05C71-06C55	汕		山			[]	[水]		U+5C71	U+6C55
05C71-0759D	疝		山			[]	[疒]		U+5C71	U+759D
05C71-079C8	秈		山			[]	[禾]		U+5C71	U+79C8
05C71-08A15	訕		山			[]	[言]		U+5C71	U+8A15
05CA1-05CA1	岡		岡			[]	[]		U+5CA1	U+5CA1
05CA1-05D17	崗		岡			[]	[山]		U+5CA1	U+5D17
05CA1-07DB1	綱		岡			[]	[糸]		U+5CA1	U+7DB1
05CA1-092FC	鋼		岡			[]	[金]		U+5CA1	U+92FC
05CA9-05CA9	岩		岩			[]	[]		U+5CA9	U+5CA9
05D47-05D47	嵇		嵇			[]	[山]		U+5D47	U+5D47
05D52-05D52	嵒		嵒			[]	[]		U+5D52	U+5D52
05D52-0764C	癌		嵒			[]	[疒]		U+5D52	U+764C
05D52-0789E	碞		嵒			[]	[石]		U+5D52	U+789E
05DDD-05DDB	巛		川		异	[]	[]		U+5DDD	U+5DDB
05DDD-05DDD	川		川			[]	[]		U+5DDD	U+5DDD
05DDD-05DE1	巡		川		异	[]	[辵]		U+5DDD	U+5DE1
05DDD-07D03	紃		川			[]	[糸]		U+5DDD	U+7D03
05DDD-08A13	訓		川			[]	[言]		U+5DDD	U+8A13
05DDD-091E7	釧		川			[]	[金]		U+5DDD	U+91E7
05DDD-09806	順		川			[]	[頁]		U+5DDD	U+9806
05DDD-099B4	馴		川			[]	[馬]		U+5DDD	U+99B4
05DDE-05DDE	州		州			[]	[]		U+5DDE	U+5DDE
05DDE-06D32	洲		州			[]	[水]		U+5DDE	U+6D32
05DDE-0916C	酬		州			[]	[酉]		U+5DDE	U+916C
05DE5-05025	倥		工			[空]	[穴, 人]		U+5DE5	U+5025
05DE5-0529F	功		工			[]	[力]		U+5DE5	U+529F
05DE5-05D06	崆		工			[空]	[穴, 山]		U+5DE5	U+5D06
05DE5-05DE5	工		工			[]	[]		U+5DE5	U+5DE5
05DE5-05DE9	巩		工			[巩]	[丮]		U+5DE5	U+5DE9
05DE5-06050	恐		工			[巩]	[丮, 心]		U+5DE5	U+6050
05DE5-060BE	悾		工			[空]	[穴, 心]		U+5DE5	U+60BE
05DE5-0625B	扛		工			[]	[手]		U+5DE5	U+625B
05DE5-063A7	控		工			[空]	[穴, 手]		U+5DE5	U+63A7
05DE5-0653B	攻		工			[]	[攴]		U+5DE5	U+653B
05DE5-06760	杠		工			[]	[木]		U+5DE5	U+6760
05DE5-06762	杢		工			[]	[木]		U+5DE5	U+6762
05DE5-069D3	槓		工			[貢]	[貝, 木]		U+5DE5	U+69D3
05DE5-06C5E	汞		工			[]	[水]		U+5DE5	U+6C5E
05DE5-06C5F	江		工			[江]	[水]		U+5DE5	U+6C5F
05DE5-06F92	澒		工			[項]	[頁, 水]		U+5DE5	U+6F92
05DE5-07598	疘		工			[]	[疒]		U+5DE5	U+7598
05DE5-077FC	矼		工			[]	[石]		U+5DE5	U+77FC
05DE5-07A7A	空		工			[空]	[穴]		U+5DE5	U+7A7A
05DE5-07B47	筇		工			[邛]	[邑, 竹]		U+5DE5	U+7B47
05DE5-07B9C	箜		工			[空]	[穴, 竹]		U+5DE5	U+7B9C
05DE5-07D05	紅		工			[]	[糸]		U+5DE5	U+7D05
05DE5-07F38	缸		工			[]	[缶]		U+5DE5	U+7F38
05DE5-0809B	肛		工			[]	[肉]		U+5DE5	U+809B
05DE5-08154	腔		工			[空]	[穴, 肉]		U+5DE5	U+8154
05DE5-08221	舡		工			[]	[舟]		U+5DE5	U+8221
05DE5-08333	茳		工			[江]	[水, 艸]		U+5DE5	U+8333
05DE5-08679	虹		工			[]	[虫]		U+5DE5	U+8679
05DE5-086E9	蛩		工			[巩]	[丮, 虫]		U+5DE5	U+86E9
05DE5-08A0C	訌		工			[]	[言]		U+5DE5	U+8A0C
05DE5-08C47	豇		工			[]	[豆]		U+5DE5	U+8C47
05DE5-08CA2	貢		工			[貢]	[貝]		U+5DE5	U+8CA2
05DE5-08DEB	跫		工			[巩]	[丮, 足]		U+5DE5	U+8DEB
05DE5-0909B	邛		工			[邛]	[邑]		U+5DE5	U+909B
05DE5-091ED	釭		工			[]	[金]		U+5DE5	U+91ED
05DE5-0928E	銎		工			[巩]	[丮, 金]		U+5DE5	U+928E
05DE5-0978F	鞏		工			[巩]	[丮, 革]		U+5DE5	U+978F
05DE5-0979A	鞚		工			[空]	[穴, 革]		U+5DE5	U+979A
05DE5-09805	項		工			[項]	[頁]		U+5DE5	U+9805
05DE5-09D3B	鴻		工			[江]	[水, 鳥]		U+5DE5	U+9D3B
05DE6-04F50	佐		左			[]	[工, 人]		U+5DE6	U+4F50
05DE6-0509E	傞		左			[差]	[工, 來, 人]		U+5DE6	U+509E
05DE6-055DF	嗟		左			[差]	[工, 來, 口]		U+5DE6	U+55DF
05DE6-05D6F	嵯		左			[差]	[工, 來, 山]		U+5DE6	U+5D6F
05DE6-05DE6	左		左			[]	[工]		U+5DE6	U+5DE6
05DE6-05DEE	差		左			[差]	[工, 來]		U+5DE6	U+5DEE
05DE6-06413	搓		左			[差]	[工, 來, 手]		U+5DE6	U+6413
05DE6-069CE	槎		左			[差]	[工, 來, 木]		U+5DE6	U+69CE
05DE6-06EA0	溠		左			[差]	[工, 來, 水]		U+5DE6	U+6EA0
05DE6-07473	瑳		左			[差]	[工, 來, 玉]		U+5DE6	U+7473
05DE6-07625	瘥		左			[差]	[工, 來, 疒]		U+5DE6	U+7625
05DE6-078CB	磋		左			[差]	[工, 來, 石]		U+5DE6	U+78CB
05DE6-08E49	蹉		左			[差]	[工, 來, 足]		U+5DE6	U+8E49
05DE6-0919D	醝		左			[差]	[工, 來, 酉]		U+5DE6	U+919D
05DE6-09E7A	鹺		左			[差]	[工, 來, 鹵]		U+5DE6	U+9E7A
05DE8-05DE8	巨		巨			[]	[]		U+5DE8	U+5DE8
05DE8-062D2	拒		巨			[]	[手]		U+5DE8	U+62D2
05DE8-067DC	柜		巨			[]	[木]		U+5DE8	U+67DC
05DE8-06B6B	歫		巨			[]	[止]		U+5DE8	U+6B6B
05DE8-070AC	炬		巨			[]	[米]		U+5DE8	U+70AC
05DE8-079EC	秬		巨			[]	[禾]		U+5DE8	U+79EC
05DE8-07C94	粔		巨			[]	[米]		U+5DE8	U+7C94
05DE8-082E3	苣		巨			[]	[艸]		U+5DE8	U+82E3
05DE8-08A4E	詎		巨			[]	[言]		U+5DE8	U+8A4E
05DE8-08DDD	距		巨			[]	[足]		U+5DE8	U+8DDD
05DE8-09245	鉅		巨			[]	[金]		U+5DE8	U+9245
05DF1-05C7A	屺		己			[]	[山]		U+5DF1	U+5C7A
05DF1-05DF1	己		己			[]	[]		U+5DF1	U+5DF1
05DF1-05FCC	忌		己			[]	[心]		U+5DF1	U+5FCC
05DF1-0675E	杞		己			[]	[木]		U+5DF1	U+675E
05DF1-07D00	紀		己			[]	[糸]		U+5DF1	U+7D00
05DF1-08291	芑		己			[]	[艸]		U+5DF1	U+8291
05DF1-08A18	記		己			[]	[言]		U+5DF1	U+8A18
05DF1-08D77	起		己			[]	[走]		U+5DF1	U+8D77
05DF1-08DFD	跽		己			[]	[心, 足]		U+5DF1	U+8DFD
05DFE-039C6	㧆		巾			[]	[手]		U+5DFE	U+39C6
05DFE-051E7	凧		巾			[]	[几]		U+5DFE	U+51E7
05DFE-05DFE	巾		巾			[]	[]		U+5DFE	U+5DFE
05E18-05E18	帘		帘			[]	[穴]		U+5E18	U+5E18
05E1A-05E1A	帚		帚			[]	[]		U+5E1A	U+5E1A
05E1A-07B92	箒		帚			[]	[竹]		U+5E1A	U+7B92
05E7B-05E7B	幻		幻			[]	[]		U+5E7B	U+5E7B
05E9A-05510	唐		庚			[唐]	[口]		U+5E9A	U+5510
05E9A-05858	塘		庚			[唐]	[口, 土]		U+5E9A	U+5858
05E9A-05E9A	庚		庚			[]	[]		U+5E9A	U+5E9A
05E9A-05EB7	康		庚			[康]	[康]		U+5E9A	U+5EB7
05E9A-06177	慷		庚			[康]	[康, 心]		U+5E9A	U+6177
05E9A-0642A	搪		庚			[唐]	[口, 手]		U+5E9A	U+642A
05E9A-069FA	槺		庚			[康]	[康, 木]		U+5E9A	U+69FA
05E9A-06E8F	溏		庚			[唐]	[口, 水]		U+5E9A	U+6E8F
05E9A-07A45	穅		庚			[康]	[康, 禾]		U+5E9A	U+7A45
05E9A-07CD6	糖		庚			[唐]	[口, 米]		U+5E9A	U+7CD6
05E9A-07CE0	糠		庚			[康]	[康, 米]		U+5E9A	U+7CE0
05E9A-08797	螗		庚			[唐]	[口, 虫]		U+5E9A	U+8797
05E9A-08CE1	賡		庚			[]	[貝]		U+5E9A	U+8CE1
05E9A-08D6F	赯		庚			[唐]	[口, 赤]		U+5E9A	U+8D6F
05E9A-09939	餹		庚			[唐]	[口, 食]		U+5E9A	U+9939
05E9A-09D8A	鶊		庚			[]	[鳥]		U+5E9A	U+9D8A
05EFF-05EFF	廿		廿			[]	[]		U+5EFF	U+5EFF
05F00-0598D	妍		开			[]	[女]		U+5F00	U+598D
05F00-05C8D	岍		开			[]	[山]		U+5F00	U+5C8D
05F00-05F00	开		开			[]	[]		U+5F00	U+5F00
05F00-063C5	揅		开			[]	[石, 手]		U+5F00	U+63C5
05F00-06785	枅		开			[]	[木]		U+5F00	U+6785
05F00-06C67	汧		开			[]	[水]		U+5F00	U+6C67
05F00-07814	研		开			[]	[石]		U+5F00	U+7814
05F00-07B04	笄		开			[]	[竹]		U+5F00	U+7B04
05F00-07FBF	羿		开			[]	[羽]		U+5F00	U+7FBF
05F00-08DBC	趼		开			[]	[足]		U+5F00	U+8DBC
05F00-090A2	邢		开			[]	[邑]		U+5F00	U+90A2
05F00-09203	鈃		开			[]	[金]		U+5F00	U+9203
05F00-0958B	開		开			[]	[門]		U+5F00	U+958B
05F13-05F13	弓		弓			[]	[]		U+5F13	U+5F13
05F13-05F18	弘		弓			[]	[口]		U+5F13	U+5F18
05F13-06CD3	泓		弓			[]	[口, 水]		U+5F13	U+6CD3
05F13-07A79	穹		弓			[]	[穴]		U+5F13	U+7A79
05F13-07AAE	窮		弓			[]	[身, 穴]		U+5F13	U+7AAE
05F13-0828E	芎		弓			[]	[艸]		U+5F13	U+828E
05F13-085ED	藭		弓			[]	[身, 穴, 艸]		U+5F13	U+85ED
05F13-08EAC	躬		弓			[]	[身]		U+5F13	U+8EAC
05F26-04F2D	伭		弦			[]	[人]		U+5F26	U+4F2D
05F26-05F26	弦		弦			[]	[]		U+5F26	U+5F26
05F26-075C3	痃		弦			[]	[疒]		U+5F26	U+75C3
05F26-07D43	絃		弦			[]	[糸]		U+5F26	U+7D43
05F26-08237	舷		弦			[]	[舟]		U+5F26	U+8237
05F26-086BF	蚿		弦			[]	[虫]		U+5F26	U+86BF
05F26-09249	鉉		弦			[]	[金]		U+5F26	U+9249
05F3A-05F3A	强		强			[]	[虫]		U+5F3A	U+5F3A
05F3A-07E66	繦		强			[]	[虫, 糸]		U+5F3A	U+7E66
05F3A-08941	襁		强			[]	[虫, 衣]		U+5F3A	U+8941
05F3A-093F9	鏹		强			[]	[虫, 金]		U+5F3A	U+93F9
05F61-05F61	彡		彡			[]	[]		U+5F61	U+5F61
05F61-0886B	衫		彡			[]	[衣]		U+5F61	U+886B
05F61-09ADF	髟		彡			[]	[長]		U+5F61	U+9ADF
05F73-05F73	彳		彳			[]	[]		U+5F73	U+5F73
05FDD-03B87	㮇		忝			[]	[木]		U+5FDD	U+3B87
05FDD-05FDD	忝		忝			[]	[]		U+5FDD	U+5FDD
05FDD-06DFB	添		忝			[]	[水]		U+5FDD	U+6DFB
05FDD-083FE	菾		忝			[]	[艸]		U+5FDD	U+83FE
05FF5-05538	唸		念			[]	[口]		U+5FF5	U+5538
05FF5-05FF5	念		念			[]	[]		U+5FF5	U+5FF5
05FF5-0637B	捻		念			[]	[手]		U+5FF5	U+637B
05FF5-07A14	稔		念			[]	[禾]		U+5FF5	U+7A14
05FF5-08AD7	諗		念			[]	[言]		U+5FF5	U+8AD7
0610F-05104	億		意			[]	[人]		U+610F	U+5104
0610F-0566B	噫		意			[]	[口]		U+610F	U+566B
0610F-0610F	意		意			[]	[]		U+610F	U+610F
0610F-061B6	憶		意			[]	[心]		U+610F	U+61B6
0610F-06A8D	檍		意			[]	[木]		U+610F	U+6A8D
0610F-081C6	臆		意			[]	[肉]		U+610F	U+81C6
0610F-0858F	薏		意			[]	[艸]		U+610F	U+858F
0610F-091B7	醷		意			[]	[酉]		U+610F	U+91B7
0610F-09DFE	鷾		意			[]	[鳥]		U+610F	U+9DFE
06209-0528C	劌		戉			[歲]	[步, 刀]		U+6209	U+528C
06209-05666	噦		戉			[歲]	[步, 口]		U+6209	U+5666
06209-06209	戉		戉			[]	[]		U+6209	U+6209
06209-06A3E	樾		戉			[越]	[走, 木]		U+6209	U+6A3E
06209-06B72	歲		戉			[歲]	[步]		U+6209	U+6B72
06209-06FCA	濊		戉			[歲]	[步, 水]		U+6209	U+6FCA
06209-07369	獩		戉			[歲]	[步, 犬]		U+6209	U+7369
06209-07A62	穢		戉			[歲]	[步, 禾]		U+6209	U+7A62
06209-07FFD	翽		戉			[歲]	[步, 羽]		U+6209	U+7FFD
06209-08D8A	越		戉			[越]	[走]		U+6209	U+8D8A
06209-0925E	鉞		戉			[]	[金]		U+6209	U+925E
06211-04FC4	俄		我			[]	[人]		U+6211	U+4FC4
06211-05100	儀		我			[義]	[羊, 人]		U+6211	U+5100
06211-054E6	哦		我			[]	[口]		U+6211	U+54E6
06211-05A25	娥		我			[]	[女]		U+6211	U+5A25
06211-05CE8	峨		我			[]	[山]		U+6211	U+5CE8
06211-06211	我		我			[]	[]		U+6211	U+6211
06211-066E6	曦		我			[義, 羲]	[羊, 兮, 日]		U+6211	U+66E6
06211-072A7	犧		我			[義, 羲]	[羊, 兮, 牛]		U+6211	U+72A7
06211-0786A	硪		我			[]	[石]		U+6211	U+786A
06211-07912	礒		我			[義]	[羊, 石]		U+6211	U+7912
06211-07FA9	義		我			[義]	[羊]		U+6211	U+7FA9
06211-07FB2	羲		我			[義, 羲]	[羊, 兮]		U+6211	U+7FB2
06211-08264	艤		我			[義]	[羊, 舟]		U+6211	U+8264
06211-083AA	莪		我			[]	[艸]		U+6211	U+83AA
06211-086FE	蛾		我			[]	[虫]		U+6211	U+86FE
06211-087FB	蟻		我			[義]	[羊, 虫]		U+6211	U+87FB
06211-08B70	議		我			[義]	[羊, 言]		U+6211	U+8B70
06211-09913	餓		我			[]	[食]		U+6211	U+9913
06211-09A00	騀		我			[]	[馬]		U+6211	U+9A00
06211-09D5D	鵝		我			[]	[鳥]		U+6211	U+9D5D
06212-06212	戒		戒			[]	[]		U+6212	U+6212
06212-068B0	械		戒			[]	[木]		U+6212	U+68B0
06212-08AA1	誡		戒			[]	[言]		U+6212	U+8AA1
0621F-0621F	戟		戟			[]	[]		U+621F	U+621F
06237-06237	户		户			[]	[]		U+6237	U+6237
06237-0623D	戽		户			[]	[斗]		U+6237	U+623D
06237-06248	扈		户			[扈]	[邑]		U+6237	U+6248
06237-06608	昈		户			[]	[日]		U+6237	U+6608
06237-06EEC	滬		户			[扈]	[邑, 水]		U+6237	U+6EEC
06237-096C7	雇		户			[雇]	[隹]		U+6237	U+96C7
06237-09867	顧		户			[雇]	[隹, 頁]		U+6237	U+9867
0624B-0624B	手		手			[]	[]		U+624B	U+624B
062DC-062DC	拜		拜			[]	[]		U+62DC	U+62DC
062DC-06E43	湃		拜			[]	[水]		U+62DC	U+6E43
062FF-062FF	拿		拿			[]	[]		U+62FF	U+62FF
06555-06555	敕		敕			[]	[]		U+6555	U+6555
06555-09D92	鶒		敕			[]	[鳥]		U+6555	U+9D92
06556-050B2	傲		敖			[]	[人]		U+6556	U+50B2
06556-055F7	嗷		敖			[]	[口]		U+6556	U+55F7
06556-06556	敖		敖			[]	[]		U+6556	U+6556
06556-071AC	熬		敖			[]	[火]		U+6556	U+71AC
06556-07352	獒		敖			[]	[犬]		U+6556	U+7352
06556-08071	聱		敖			[]	[耳]		U+6556	U+8071
06556-087AF	螯		敖			[]	[虫]		U+6556	U+87AF
06556-08B37	謷		敖			[]	[言]		U+6556	U+8B37
06556-09068	遨		敖			[]	[辵]		U+6556	U+9068
06556-093CA	鏊		敖			[]	[金]		U+6556	U+93CA
06556-09A41	驁		敖			[]	[馬]		U+6556	U+9A41
06556-09C32	鰲		敖			[]	[魚]		U+6556	U+9C32
06556-09F07	鼇		敖			[]	[黽]		U+6556	U+9F07
06563-06563	散		散			[]	[]		U+6563	U+6563
06563-06F78	潸		散			[]	[水]		U+6563	U+6F78
06563-07E56	繖		散			[]	[糸]		U+6563	U+7E56
06563-0994A	饊		散			[]	[食]		U+6563	U+994A
0656C-064CE	擎		敬			[]	[手]		U+656C	U+64CE
0656C-0656C	敬		敬			[]	[]		U+656C	U+656C
0656C-06AA0	檠		敬			[]	[木]		U+656C	U+6AA0
0656C-08B66	警		敬			[]	[言]		U+656C	U+8B66
0656C-09A5A	驚		敬			[]	[馬]		U+656C	U+9A5A
06587-0541D	吝		文			[]	[口]		U+6587	U+541D
06587-061AB	憫		文			[閔]	[門, 心]		U+6587	U+61AB
06587-06286	抆		文			[]	[手]		U+6587	U+6286
06587-06587	文		文			[]	[]		U+6587	U+6587
06587-065FB	旻		文			[]	[日]		U+6587	U+65FB
06587-065FC	旼		文			[]	[日]		U+6587	U+65FC
06587-06C76	汶		文			[]	[水]		U+6587	U+6C76
06587-0739F	玟		文			[]	[玉]		U+6587	U+739F
06587-07D0A	紊		文			[]	[糸]		U+6587	U+7D0A
06587-07D0B	紋		文			[]	[糸]		U+6587	U+7D0B
06587-0868A	蚊		文			[]	[虫]		U+6587	U+868A
06587-09594	閔		文			[閔]	[門]		U+6587	U+9594
06587-096EF	雯		文			[]	[雨]		U+6587	U+96EF
0658C-0658C	斌		斌			[]	[]		U+658C	U+658C
0658C-08D07	贇		斌			[]	[貝]		U+658C	U+8D07
06597-06296	抖		斗			[]	[手]		U+6597	U+6296
06597-06597	斗		斗			[]	[]		U+6597	U+6597
06597-06793	枓		斗			[]	[木]		U+6597	U+6793
06597-086AA	蚪		斗			[]	[虫]		U+6597	U+86AA
06597-09204	鈄		斗			[]	[金]		U+6597	U+9204
06597-09627	阧		斗			[阧]	[阜]		U+6597	U+9627
06597-09661	陡		斗			[阧]	[阜, 走]		U+6597	U+9661
06599-06599	料		料			[]	[]		U+6599	U+6599
065B2-065B2	斲		斲			[]	[斤]		U+65B2	U+65B2
065B2-09B2D	鬭		斲			[]	[斤, 鬥]		U+65B2	U+9B2D
065C5-065C5	旅		旅			[]	[]		U+65C5	U+65C5
065C5-08182	膂		旅			[]	[肉]		U+65C5	U+8182
065E5-04D52	䵒		日			[]	[黍]		U+65E5	U+4D52
065E5-0573C	圼		日			[]	[土]		U+65E5	U+573C
065E5-0634F	捏		日			[]	[土, 手]		U+65E5	U+634F
065E5-065E5	日		日			[]	[]		U+65E5	U+65E5
065E5-06C68	汨		日			[]	[水]		U+65E5	U+6C68
065E5-06D85	涅		日			[]	[土, 水]		U+65E5	U+6D85
065E5-08875	衵		日			[]	[衣]		U+65E5	U+8875
065E5-099B9	馹		日			[]	[馬]		U+65E5	U+99B9
